Sentence #,Word,Tag
,OP,O
,with,O
,respect,O
,to,O
,the,O
,given,O
,problem,O
,A,O
,z,O
,=,O
,lambda,O
,B,O
,z,O
,.,O
,The,O
,approximate,O
,eigenvalues,O
,of,O
,the,O
,original,O
,problem,O
,are,O
,returned,O
,in,O
,ascending,O
,algebraic,O
,order,O
,.,O
,The,O
,user,O
,may,O
,elect,O
,to,O
,call,O
,this,O
,routine,O
,once,O
,for,O
,each,O
,desired,O
,Ritz,O
,vector,O
,and,O
,store,O
,it,O
,peripherally,O
,if,O
,desired,O
,.,O
,There,O
,is,O
,also,O
,the,O
,option,O
,of,O
,computing,O
,a,O
,selected,O
,set,O
,of,O
,these,O
,vectors,O
,with,O
,a,O
,single,O
,call,O
,.,O
,Usage,O
,:,O
,call,O
,dseupd,O
,(,O
,RVEC,O
,",",O
,HOWMNY,O
,",",O
,SELECT,O
,",",O
,D,O
,",",O
,Z,O
,",",O
,LDZ,O
,",",O
,SIGMA,O
,",",O
,BMAT,O
,",",O
,N,O
,",",O
,WHICH,O
,",",O
,NEV,O
,",",O
,TOL,O
,",",O
,RESID,O
,",",O
,NCV,O
,",",O
,V,O
,",",O
,LDV,O
,",",O
,IPARAM,O
,",",O
,IPNTR,O
,",",O
,WORKD,O
,",",O
,WORKL,O
,",",O
,LWORKL,O
,",",O
,INFO,O
,),O
,RVEC,O
,LOGICAL,O
,(,O
,INPUT,O
,),O
,Specifies,O
,whether,O
,Ritz,O
,vectors,O
,corresponding,O
,to,O
,the,O
,Ritz,O
,value,O
,approximations,O
,to,O
,the,O
,eigenproblem,O
,A,O
,z,O
,=,O
,lambda,O
,B,O
,z,O
,are,O
,computed,O
,.,O
,RVEC,O
,=,O
,.FALSE,O
,.,O
,Compute,O
,Ritz,O
,values,O
,only,O
,.,O
,RVEC,O
,=,O
,.TRUE,O
,.,O
,Compute,O
,Ritz,O
,vectors,O
,.,O
,HOWMNY,O
,Character,O
,1,O
,(,O
,INPUT,O
,),O
,Specifies,O
,how,O
,many,O
,Ritz,O
,vectors,O
,are,O
,wanted,O
,and,O
,the,O
,form,O
,of,O
,Z,O
,the,O
,matrix,O
,of,O
,Ritz,O
,vectors,O
,.,O
,See,O
,remark,O
,1,O
,below,O
,.,O
,=,O
,'A,O
,',O
,:,O
,compute,O
,NEV,O
,Ritz,O
,vectors,O
,;,O
,=,O
,'S,O
,',O
,:,O
,compute,O
,some,O
,of,O
,the,O
,Ritz,O
,vectors,O
,",",O
,specified,O
,by,O
,the,O
,logical,O
,array,O
,SELECT,O
,.,O
,SELECT,O
,Logical,O
,array,O
,of,O
,dimension,O
,NEV.,O
,(,O
,INPUT,O
,),O
,If,O
,HOWMNY,O
,=,O
,'S,O
,',O
,",",O
,SELECT,O
,specifies,O
,the,O
,Ritz,O
,vectors,O
,to,O
,be,O
,computed,O
,.,O
,To,O
,select,O
,the,O
,Ritz,O
,vector,O
,corresponding,O
,to,O
,a,O
,Ritz,O
,value,O
,D,O
,(,O
,j,O
,),O
,",",O
,SELECT,O
,(,O
,j,O
,),O
,must,O
,be,O
,set,O
,to,O
,.TRUE..,O
,If,O
,HOWMNY,O
,=,O
,'A,O
,',O
,",",O
,SELECT,O
,is,O
,not,O
,referenced,O
,.,O
,D,O
,Double,O
,precision,O
,array,O
,of,O
,dimension,O
,NEV.,O
,(,O
,OUTPUT,O
,),O
,On,O
,exit,O
,",",O
,D,O
,contains,O
,the,O
,Ritz,O
,value,O
,approximations,O
,to,O
,the,O
,eigenvalues,O
,of,O
,A,O
,z,O
,=,O
,lambda,O
,B,O
,z,O
,.,O
,The,O
,values,O
,are,O
,returned,O
,in,O
,ascending,O
,order,O
,.,O
,If,O
,IPARAM,O
,(,O
,7,O
,),O
,=,O
,"3,4,5",O
,then,O
,D,O
,represents,O
,the,O
,Ritz,O
,values,O
,of,O
,OP,O
,computed,O
,by,O
,dsaupd,O
,transformed,O
,to,O
,those,O
,of,O
,the,O
,original,O
,eigensystem,O
,A,O
,z,O
,=,O
,lambda,O
,B,O
,z,O
,.,O
,If,O
,IPARAM,O
,(,O
,7,O
,),O
,=,O
,"1,2",O
,then,O
,the,O
,Ritz,O
,values,O
,of,O
,OP,O
,are,O
,the,O
,same,O
,as,O
,the,O
,those,O
,of,O
,A,O
,z,O
,=,O
,lambda,O
,B,O
,z,O
,.,O
,Z,O
,Double,O
,precision,O
,N,O
,by,O
,NEV,O
,array,O
,if,O
,HOWMNY,O
,=,O
,'A,O
,',O
,.,O
,(,O
,OUTPUT,O
,),O
,On,O
,exit,O
,",",O
,Z,O
,contains,O
,the,O
,B-orthonormal,O
,Ritz,O
,vectors,O
,of,O
,the,O
,eigensystem,O
,A,O
,z,O
,=,O
,lambda,O
,B,O
,z,O
,corresponding,O
,to,O
,the,O
,Ritz,O
,value,O
,approximations,O
,.,O
,If,O
,RVEC,O
,=,O
,.FALSE,O
,.,O
,then,O
,Z,O
,is,O
,not,O
,referenced,O
,.,O
,NOTE,O
,:,O
,The,O
,array,O
,Z,O
,may,O
,be,O
,set,O
,equal,O
,to,O
,first,O
,NEV,O
,columns,O
,of,O
,the,O
,Arnoldi,O
,Lanczos,O
,basis,O
,array,O
,V,O
,computed,O
,by,O
,DSAUPD,O
,.,O
,LDZ,O
,Integer,O
,.,O
,(,O
,INPUT,O
,),O
,The,O
,leading,O
,dimension,O
,of,O
,the,O
,array,O
,Z,O
,.,O
,If,O
,Ritz,O
,vectors,O
,are,O
,desired,O
,",",O
,then,O
,LDZ,O
,.ge,O
,.,O
,max,O
,(,O
,1,O
,",",O
,N,O
,),O
,.,O
,In,O
,any,O
,case,O
,",",O
,LDZ,O
,.ge,O
,.,O
,1,O
,.,O
,SIGMA,O
,Double,O
,precision,O
,(,O
,INPUT,O
,),O
,If,O
,IPARAM,O
,(,O
,7,O
,),O
,=,O
,"3,4,5",O
,represents,O
,the,O
,shift,O
,.,O
,Not,O
,referenced,O
,if,O
,IPARAM,O
,(,O
,7,O
,),O
,=,O
,1,O
,or,O
,2,O
,.,O
,The,O
,remaining,O
,arguments,O
,MUST,O
,be,O
,the,O
,same,O
,as,O
,for,O
,the,O
,call,O
,to,O
,DNAUPD,O
,that,O
,was,O
,just,O
,completed,O
,.,O
,NOTE,O
,:,O
,The,O
,remaining,O
,arguments,O
,BMAT,O
,",",O
,N,O
,",",O
,WHICH,O
,",",O
,NEV,O
,",",O
,TOL,O
,",",O
,RESID,O
,",",O
,NCV,O
,",",O
,V,O
,",",O
,LDV,O
,",",O
,IPARAM,O
,",",O
,IPNTR,O
,",",O
,WORKD,O
,",",O
,WORKL,O
,",",O
,LWORKL,O
,",",O
,INFO,O
,must,O
,be,O
,passed,O
,directly,O
,to,O
,DSEUPD,O
,following,O
,the,O
,last,O
,call,O
,to,O
,DSAUPD,O
,.,O
,These,O
,arguments,O
,MUST,O
,NOT,O
,BE,O
,MODIFIED,O
,between,O
,the,O
,the,O
,last,O
,call,O
,to,O
,DSAUPD,O
,and,O
,the,O
,call,O
,to,O
,DSEUPD,O
,.,O
,Two,O
,of,O
,these,O
,parameters,O
,(,O
,WORKL,O
,",",O
,INFO,O
,),O
,are,O
,also,O
,output,O
,parameters,O
,:,O
,WORKL,O
,Double,O
,precision,O
,work,O
,array,O
,of,O
,length,O
,LWORKL,O
,.,O
,(,O
,OUTPUT,O
,WORKSPACE,O
,),O
,WORKL,O
,(,O
,1:4,O
,ncv,O
,),O
,contains,O
,information,O
,obtained,O
,in,O
,dsaupd,O
,.,O
,They,O
,are,O
,not,O
,changed,O
,by,O
,dseupd,O
,.,O
,WORKL,O
,(,O
,4,O
,ncv+1,O
,:,O
,ncv,O
,ncv+8,O
,ncv,O
,),O
,holds,O
,the,O
,untransformed,O
,Ritz,O
,values,O
,",",O
,the,O
,computed,O
,error,O
,estimates,O
,",",O
,and,O
,the,O
,associated,O
,eigenvector,O
,matrix,O
,of,O
,H.,O
,Note,O
,:,O
,IPNTR,O
,(,O
,8:10,O
,),O
,contains,O
,the,O
,pointer,O
,into,O
,WORKL,O
,for,O
,addresses,O
,of,O
,the,O
,above,O
,information,O
,computed,O
,by,O
,dseupd,O
,.,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,-,O
,IPNTR,O
,(,O
,8,O
,),O
,:,O
,pointer,O
,to,O
,the,O
,NCV,O
,RITZ,O
,values,O
,of,O
,the,O
,original,O
,system,O
,.,O
,IPNTR,O
,(,O
,9,O
,),O
,:,O
,pointer,O
,to,O
,the,O
,NCV,O
,corresponding,O
,error,O
,bounds,O
,.,O
,IPNTR,O
,(,O
,10,O
,),O
,:,O
,pointer,O
,to,O
,the,O
,NCV,O
,by,O
,NCV,O
,matrix,O
,of,O
,eigenvectors,O
,of,O
,the,O
,tridiagonal,O
,matrix,O
,T.,O
,Only,O
,referenced,O
,by,O
,dseupd,O
,if,O
,RVEC,O
,=,O
,.TRUE,O
,.,O
,See,O
,Remarks,O
,.,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,-,O
,INFO,O
,Integer,O
,.,O
,(,O
,OUTPUT,O
,),O
,Error,O
,flag,O
,on,O
,output,O
,.,O
,=,O
,0,O
,:,O
,Normal,O
,exit,O
,.,O
,=,O
,-1,O
,:,O
,N,O
,must,O
,be,O
,positive,O
,.,O
,=,O
,-2,O
,:,O
,NEV,O
,must,O
,be,O
,positive,O
,.,O
,=,O
,-3,O
,:,O
,NCV,O
,must,O
,be,O
,greater,O
,than,O
,NEV,O
,and,O
,less,O
,than,O
,or,O
,equal,O
,to,O
,N.,O
,=,O
,-5,O
,:,O
,WHICH,O
,must,O
,be,O
,one,O
,of,O
,'LM,O
,',O
,",",O
,'SM,O
,',O
,",",O
,'LA,O
,',O
,",",O
,'SA,O
,',O
,or,O
,'BE,O
,',O
,.,O
,=,O
,-6,O
,:,O
,BMAT,O
,must,O
,be,O
,one,O
,of,O
,'I,O
,',O
,or,O
,'G,O
,',O
,.,O
,=,O
,-7,O
,:,O
,Length,O
,of,O
,private,O
,work,O
,WORKL,O
,array,O
,is,O
,not,O
,sufficient,O
,.,O
,=,O
,-8,O
,:,O
,Error,O
,return,O
,from,O
,trid,O
,.,O
,eigenvalue,O
,calculation,O
,;,O
,Information,O
,error,O
,from,O
,LAPACK,O
,routine,O
,dsteqr,O
,.,O
,=,O
,-9,O
,:,O
,Starting,O
,vector,O
,is,O
,zero,O
,.,O
,=,O
,-10,O
,:,O
,IPARAM,O
,(,O
,7,O
,),O
,must,O
,be,O
,"1,2,3,4,5",O
,.,O
,=,O
,-11,O
,:,O
,IPARAM,O
,(,O
,7,O
,),O
,=,O
,1,O
,and,O
,BMAT,O
,=,O
,'G,O
,',O
,are,O
,incompatible,O
,.,O
,=,O
,-12,O
,:,O
,NEV,O
,and,O
,WHICH,O
,=,O
,'BE,O
,',O
,are,O
,incompatible,O
,.,O
,=,O
,-14,O
,:,O
,DSAUPD,O
,did,O
,not,O
,find,O
,any,O
,eigenvalues,O
,to,O
,sufficient,O
,accuracy,O
,.,O
,=,O
,-15,O
,:,O
,HOWMNY,O
,must,O
,be,O
,one,O
,of,O
,'A,O
,',O
,or,O
,'S,O
,',O
,if,O
,RVEC,O
,=,O
,.true,O
,.,O
,=,O
,-16,O
,:,O
,HOWMNY,O
,=,O
,'S,O
,',O
,not,O
,yet,O
,implemented,O
,BeginLib,O
,References,O
,:,O
,1,O
,.,O
,D.C.,B-AUTHOR
,Sorensen,I-AUTHOR
,",",O
,``,O
,Implicit,B-TITLE
,Application,I-TITLE
,of,I-TITLE
,Polynomial,I-TITLE
,Filters,I-TITLE
,in,I-TITLE
,a,I-TITLE
,k-Step,I-TITLE
,Arnoldi,I-TITLE
,Method,I-TITLE
,'',O
,",",O
,SIAM,B-BOOKTITLE_OR_JOURNAL
,J.,I-BOOKTITLE_OR_JOURNAL
,Matr,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Anal,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Apps.,I-BOOKTITLE_OR_JOURNAL
,",",O
,13,B-VOLUME
,(,O
,1992,B-YEAR
,),O
,",",O
,pp,B-PAGES
,357-385,I-PAGES
,.,O
,2,O
,.,O
,R.B,B-AUTHOR
,.,I-AUTHOR
,Lehoucq,I-AUTHOR
,",",O
,``,O
,Analysis,B-TITLE
,and,I-TITLE
,Implementation,I-TITLE
,of,I-TITLE
,an,I-TITLE
,Implicitly,I-TITLE
,Restarted,I-TITLE
,Arnoldi,I-TITLE
,Iteration,I-TITLE
,'',O
,",",O
,Rice,B-TITLE
,University,I-TITLE
,Technical,I-BOOKTITLE_OR_JOURNAL
,Report,I-BOOKTITLE_OR_JOURNAL
,TR95-13,I-BOOKTITLE_OR_JOURNAL
,",",I-BOOKTITLE_OR_JOURNAL
,Department,I-BOOKTITLE_OR_JOURNAL
,of,I-BOOKTITLE_OR_JOURNAL
,Computational,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,Applied,I-BOOKTITLE_OR_JOURNAL
,Mathematics,I-BOOKTITLE_OR_JOURNAL
,.,O
,3,O
,.,O
,B.N,B-AUTHOR
,.,I-AUTHOR
,Parlett,I-AUTHOR
,",",O
,``,O
,The,B-TITLE
,Symmetric,I-TITLE
,Eigenvalue,I-TITLE
,Problem,I-TITLE
,'',O
,.,O
,Prentice-Hall,B-PUBLISHER
,",",O
,1980,B-YEAR
,.,O
,4,O
,.,O
,B.N,B-AUTHOR
,.,I-AUTHOR
,Parlett,I-AUTHOR
,",",O
,B.,B-AUTHOR
,Nour-Omid,I-AUTHOR
,",",O
,``,O
,Towards,B-TITLE
,a,I-TITLE
,Black,I-TITLE
,Box,I-TITLE
,Lanczos,I-TITLE
,Program,I-TITLE
,'',O
,",",O
,Computer,B-BOOKTITLE_OR_JOURNAL
,Physics,I-BOOKTITLE_OR_JOURNAL
,Communications,I-BOOKTITLE_OR_JOURNAL
,",",O
,53,B-VOLUME
,(,O
,1989,B-YEAR
,),O
,",",O
,pp,B-PAGES
,169-179,I-PAGES
,.,O
,5,O
,.,O
,B.,B-AUTHOR
,Nour-Omid,I-AUTHOR
,",",O
,B.N,B-AUTHOR
,.,I-AUTHOR
,Parlett,I-AUTHOR
,",",O
,T.,B-AUTHOR
,Ericson,I-AUTHOR
,",",O
,P.S,B-AUTHOR
,.,I-AUTHOR
,Jensen,I-AUTHOR
,",",O
,``,O
,How,B-TITLE
,to,I-TITLE
,Implement,I-TITLE
,the,I-TITLE
,Spectral,I-TITLE
,Transformation,I-TITLE
,'',O
,",",O
,Math,B-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Comp.,I-BOOKTITLE_OR_JOURNAL
,",",O
,48,B-VOLUME
,(,O
,1987,B-YEAR
,),O
,",",O
,pp,B-PAGES
,663-673,I-PAGES
,.,O
,6,O
,.,O
,R.G,B-AUTHOR
,.,I-AUTHOR
,Grimes,I-AUTHOR
,",",O
,J.G,B-AUTHOR
,.,I-AUTHOR
,Lewis,I-AUTHOR
,and,O
,H.D,B-AUTHOR
,.,I-AUTHOR
,Simon,I-AUTHOR
,",",O
,``,O
,A,B-TITLE
,Shifted,I-TITLE
,Block,I-TITLE
,Lanczos,I-TITLE
,Algorithm,I-TITLE
,for,I-TITLE
,Solving,I-TITLE
,Sparse,I-TITLE
,Symmetric,I-TITLE
,Generalized,I-TITLE
,Eigenproblems,I-TITLE
,'',O
,",",O
,SIAM,B-BOOKTITLE_OR_JOURNAL
,J.,I-BOOKTITLE_OR_JOURNAL
,Matr,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Anal,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Apps.,I-BOOKTITLE_OR_JOURNAL
,",",O
,January,B-MONTH
,(,O
,1993,B-YEAR
,),O
,.,O
,7,O
,.,O
,L.,B-AUTHOR
,Reichel,I-AUTHOR
,",",O
,W.B,B-AUTHOR
,.,I-AUTHOR
,Gragg,I-AUTHOR
,",",O
,``,O
,Algorithm,B-TITLE
,686,I-TITLE
,:,I-TITLE
,FORTRAN,I-TITLE
,Subroutines,I-TITLE
,for,I-TITLE
,Updating,I-TITLE
,the,I-TITLE
,QR,I-TITLE
,decomposition,I-TITLE
,'',O
,",",O
,ACM,B-BOOKTITLE_OR_JOURNAL
,TOMS,I-BOOKTITLE_OR_JOURNAL
,",",O
,December,B-MONTH
,1990,B-YEAR
,",",O
,Volume,B-VOLUME
,16,I-VOLUME
,Number,B-NUMBER
,4,I-NUMBER
,",",O
,pp,B-PAGES
,369-377,I-PAGES
,.,O
,Remarks,O
,1,O
,.,O
,The,O
,converged,O
,Ritz,O
,values,O
,are,O
,always,O
,returned,O
,in,O
,increasing,O
,(,O
,algebraic,O
,),O
,order,O
,.,O
,2,O
,.,O
,Currently,O
,only,O
,HOWMNY,O
,=,O
,'A,O
,',O
,is,O
,implemented,O
,.,O
,It,O
,is,O
,included,O
,at,O
,this,O
,stage,O
,for,O
,the,O
,user,O
,who,O
,wants,O
,to,O
,incorporate,O
,it,O
,.,O
,Routines,O
,called,O
,:,O
,dsesrt,O
,ARPACK,O
,routine,O
,that,O
,sorts,O
,an,O
,array,O
,X,O
,",",O
,and,O
,applies,O
,the,O
,corresponding,O
,permutation,O
,to,O
,a,O
,matrix,O
,A.,O
,dsortr,O
,dsortr,O
,ARPACK,O
,sorting,O
,routine,O
,.,O
,ivout,O
,ARPACK,O
,utility,O
,routine,O
,that,O
,prints,O
,integers,O
,.,O
,dvout,O
,ARPACK,O
,utility,O
,routine,O
,that,O
,prints,O
,vectors,O
,.,O
,dgeqr2,O
,LAPACK,O
,routine,O
,that,O
,computes,O
,the,O
,QR,O
,factorization,O
,of,O
,a,O
,matrix,O
,.,O
,dlacpy,O
,LAPACK,O
,matrix,O
,copy,O
,routine,O
,.,O
,dlamch,O
,LAPACK,O
,routine,O
,that,O
,determines,O
,machine,O
,constants,O
,.,O
,dorm2r,O
,LAPACK,O
,routine,O
,that,O
,applies,O
,an,O
,orthogonal,O
,matrix,O
,in,O
,factored,O
,form,O
,.,O
,dsteqr,O
,LAPACK,O
,routine,O
,that,O
,computes,O
,eigenvalues,O
,and,O
,eigenvectors,O
,of,O
,a,O
,tridiagonal,O
,matrix,O
,.,O
,dger,O
,Level,O
,2,O
,BLAS,O
,rank,O
,one,O
,update,O
,to,O
,a,O
,matrix,O
,.,O
,dcopy,O
,Level,O
,1,O
,BLAS,O
,that,O
,copies,O
,one,O
,vector,O
,to,O
,another,O
,.,O
,dnrm2,O
,Level,O
,1,O
,BLAS,O
,that,O
,computes,O
,the,O
,norm,O
,of,O
,a,O
,vector,O
,.,O
,dscal,O
,Level,O
,1,O
,BLAS,O
,that,O
,scales,O
,a,O
,vector,O
,.,O
,dswap,O
,Level,O
,1,O
,BLAS,O
,that,O
,swaps,O
,the,O
,contents,O
,of,O
,two,O
,vectors,O
,.,O
,Authors,O
,Danny,O
,Sorensen,O
,Phuong,O
,Vu,O
,Richard,O
,Lehoucq,O
,CRPC,O
,Rice,O
,University,O
,Chao,O
,Yang,O
,Houston,O
,",",O
,Texas,O
,Dept,O
,.,O
,of,O
,Computational,O
,&,O
,Applied,O
,Mathematics,O
,Rice,O
,University,O
,Houston,O
,",",O
,Texas,O
,Revision,O
,history,O
,:,O
,12,O
,15,O
,93,O
,:,O
,Version,O
,',O
,2.1,O
,',O
,SCCS,O
,Information,O
,:,O
,@,O
,(,O
,),O
,FILE,O
,:,O
,seupd.F,O
,SID,O
,:,O
,2.7,O
,DATE,O
,OF,O
,SID,O
,:,O
,8,O
,27,O
,96,O
,RELEASE,O
,:,O
,2,O
,EndLib,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,--,O
,-,O
,Subroutine,O
,``,O
Sentence: 173,``,O
,<,O
,h3,O
,>,O
,MersenneTwister,O
,and,O
,MersenneTwisterFast,O
,<,O
,h3,O
,>,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Version,O
,22,O
,<,O
,b,O
,>,O
,",",O
,based,O
,on,O
,version,O
,MT199937,O
,(,O
,99,O
,10,O
,29,O
,),O
,of,O
,the,O
,Mersenne,O
,Twister,O
,algorithm,O
,found,O
,at,O
,<,O
,a,O
,href=,O
,'',O
,http,O
,:,O
,www.math.keio.ac.jp,O
,matumoto,O
,emt.html,O
,'',O
,>,O
,The,O
,Mersenne,O
,Twister,O
,Home,O
,Page,O
,<,O
,a,O
,>,O
,",",O
,with,O
,the,O
,initialization,O
,improved,O
,using,O
,the,O
,new,O
,2002,O
,1,O
,26,O
,initialization,O
,algorithm,O
,By,O
,Sean,O
,Luke,O
,",",O
,October,O
,2004,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,MersenneTwister,O
,<,O
,b,O
,>,O
,is,O
,a,O
,drop-in,O
,subclass,O
,replacement,O
,for,O
,java.util.Random,O
,.,O
,It,O
,is,O
,properly,O
,synchronized,O
,and,O
,can,O
,be,O
,used,O
,in,O
,a,O
,multithreaded,O
,environment,O
,.,O
,On,O
,modern,O
,VMs,O
,such,O
,as,O
,HotSpot,O
,",",O
,it,O
,is,O
,approximately,O
,1,O
,3,O
,slower,O
,than,O
,java.util.Random,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,MersenneTwisterFast,O
,<,O
,b,O
,>,O
,is,O
,not,O
,a,O
,subclass,O
,of,O
,java.util.Random,O
,.,O
,It,O
,has,O
,the,O
,same,O
,public,O
,methods,O
,as,O
,Random,O
,does,O
,",",O
,however,O
,",",O
,and,O
,it,O
,is,O
,algorithmically,O
,identical,O
,to,O
,MersenneTwister,O
,.,O
,MersenneTwisterFast,O
,has,O
,hard-code,O
,inlined,O
,all,O
,of,O
,its,O
,methods,O
,directly,O
,",",O
,and,O
,made,O
,all,O
,of,O
,them,O
,final,O
,(,O
,well,O
,",",O
,the,O
,ones,O
,of,O
,consequence,O
,anyway,O
,),O
,.,O
,Further,O
,",",O
,these,O
,methods,O
,are,O
,<,O
,i,O
,>,O
,not,O
,<,O
,i,O
,>,O
,synchronized,O
,",",O
,so,O
,the,O
,same,O
,MersenneTwisterFast,O
,instance,O
,can,O
,not,O
,be,O
,shared,O
,by,O
,multiple,O
,threads,O
,.,O
,But,O
,all,O
,this,O
,helps,O
,MersenneTwisterFast,O
,achieve,O
,well,O
,over,O
,twice,O
,the,O
,speed,O
,of,O
,MersenneTwister,O
,.,O
,java.util.Random,O
,is,O
,about,O
,1,O
,3,O
,slower,O
,than,O
,MersenneTwisterFast,O
,.,O
,<,O
,h3,O
,>,O
,About,O
,the,O
,Mersenne,O
,Twister,O
,<,O
,h3,O
,>,O
,<,O
,p,O
,>,O
,This,O
,is,O
,a,O
,Java,O
,version,O
,of,O
,the,O
,C-program,O
,for,O
,MT19937,O
,:,O
,Integer,O
,version,O
,.,O
,The,O
,MT19937,O
,algorithm,O
,was,O
,created,O
,by,O
,Makoto,O
,Matsumoto,O
,and,O
,Takuji,O
,Nishimura,O
,",",O
,who,O
,ask,O
,:,O
,``,O
,When,O
,you,O
,use,O
,this,O
,",",O
,send,O
,an,O
,email,O
,to,O
,:,O
,matumoto,O
,@,O
,math.keio.ac.jp,O
,with,O
,an,O
,appropriate,O
,referencMIME,O
,E-mail,O
,message,O
,composing,O
,and,O
,sending,O
,using,O
,Sendmaile,O
,to,O
,your,O
,work,O
,'',O
,.,O
,Indicate,O
,that,O
,this,O
,is,O
,a,O
,translation,O
,of,O
,their,O
,algorithm,O
,into,O
,Java,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Reference,O
,.,O
,<,O
,b,O
,>,O
,Makato,B-AUTHOR
,Matsumoto,I-AUTHOR
,and,O
,Takuji,B-AUTHOR
,Nishimura,I-AUTHOR
,",",O
,``,O
,Mersenne,B-TITLE
,Twister,I-TITLE
,:,I-TITLE
,A,I-TITLE
,623-Dimensionally,I-TITLE
,Equidistributed,I-TITLE
,Uniform,I-TITLE
,Pseudo-Random,I-TITLE
,Number,I-TITLE
,Generator,I-TITLE
,'',O
,",",O
,<,O
,i,O
,>,O
,ACM,B-BOOKTITLE_OR_JOURNAL
,Transactions,I-BOOKTITLE_OR_JOURNAL
,on,I-BOOKTITLE_OR_JOURNAL
,Modeling,I-BOOKTITLE_OR_JOURNAL
,and,I-BOOKTITLE_OR_JOURNAL
,.,I-BOOKTITLE_OR_JOURNAL
,Computer,I-BOOKTITLE_OR_JOURNAL
,Simulation,I-BOOKTITLE_OR_JOURNAL
,",",O
,<,O
,i,O
,>,O
,Vol,B-VOLUME
,.,I-VOLUME
,8,I-VOLUME
,",",O
,No,B-NUMBER
,.,I-NUMBER
,1,I-NUMBER
,",",O
,January,B-MONTH
,1998,B-YEAR
,",",O
,pp,B-PAGES
,3,I-PAGES
,--,I-PAGES
,30,I-PAGES
,.,O
,<,O
,h3,O
,>,O
,About,O
,this,O
,Version,O
,<,O
,h3,O
,>,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,since,O
,V21,O
,:,O
,<,O
,b,O
,>,O
,Minor,O
,documentation,O
,HTML,O
,fixes,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,since,O
,V20,O
,:,O
,<,O
,b,O
,>,O
,Added,O
,clearGuassian,O
,(,O
,),O
,.,O
,Modified,O
,stateEquals,O
,(,O
,),O
,to,O
,be,O
,synchronizd,O
,on,O
,both,O
,objects,O
,for,O
,MersenneTwister,O
,",",O
,and,O
,changed,O
,its,O
,documentation,O
,.,O
,Added,O
,synchronization,O
,to,O
,both,O
,setSeed,O
,(,O
,),O
,methods,O
,",",O
,to,O
,writeState,O
,(,O
,),O
,",",O
,and,O
,to,O
,readState,O
,(,O
,),O
,in,O
,MersenneTwister,O
,.,O
,Removed,O
,synchronization,O
,from,O
,readObject,O
,(,O
,),O
,in,O
,MersenneTwister,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,since,O
,V19,O
,:,O
,<,O
,b,O
,>,O
,nextFloat,O
,(,O
,boolean,O
,",",O
,boolean,O
,),O
,now,O
,returns,O
,float,O
,",",O
,not,O
,double,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,since,O
,V18,O
,:,O
,<,O
,b,O
,>,O
,Removed,O
,old,O
,final,O
,declarations,O
,",",O
,which,O
,used,O
,to,O
,potentially,O
,speed,O
,up,O
,the,O
,code,O
,",",O
,but,O
,no,O
,longer,O
,.,O
,<,O
,p,O
,>,O
,<,O
,b,O
,>,O
,Changes,O
,since,O
,V17,O
,:,O
,<,O
,b,O
,>,O
,Removed,O
,vestigial,O
,references,O
,to,O
,&,O
,amp,O
,;,O
,=,O
,0xffffffff,O
,which,O
,stemmed,O
,from,O
,the,O
,original,O
,C,O
,code,O
,.,O
,The,O
,C,O
